품명,가격,카테고리,생산지,품종,당도,산도,바디,타닌
"아나이, 소비뇽 블랑","42,000원",화이트,칠레,소비뇽 블랑 (Sauvignon Blanc) ,1,5,3,1
"브루어 클리프턴, 산타 리타 힐스 샤도네이","285,000원",화이트,미국,샤르도네 (Chardonnay) ,1,4,4,1
"브루어 클리프턴, 산타 리타 힐스 피노 누아","285,000원",레드,미국,피노 누아 (Pinot Noir) ,1,3,3,3
"이든, 르네상스 샤도네이","90,000원",화이트,남아프리카,샤르도네 (Chardonnay) ,1,3,2,1
이든 소비뇽 블랑,"50,000원",화이트,남아프리카,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
이든 샤도네이,"50,000원",화이트,남아프리카,샤르도네 (Chardonnay) ,1,3,2,1
"펠, 피노 누아","120,000원",레드,미국,피노 누아 (Pinot Noir) ,1,3,3,2
"비파바 1894, 란씨에리 젤렌","60,000원",화이트,슬로베니아,젤렌 (Zelen) ,1,3,4,1
아나키스타 가르나차,가격정보없음,레드,스페인,가르나차  (Garnacha) ,1,4,5,4
"세뇨리오 드 이니에스타, 44 바리까","84,000원",레드,스페인,보발 (Bobal) ,1,3,4,3
"오스피스 드 본, 사비니 레 본 프리미에 크뤼 '뀌베 포르네레'","420,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,4,3,2
"오스피스 드 본, 페르낭 베르즐레스 프르미에 크뤼 '뀌베 라모 라마로스'","400,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,4,4,3
그라치아나 샤도네이,"128,000원",화이트,미국,샤르도네 (Chardonnay) ,1,4,4,1
그라치아나 피노 누아,"150,000원",레드,미국,피노 누아 (Pinot Noir) ,1,4,4,2
마우릿슨 소비뇽 블랑,"87,000원",화이트,미국,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
"그랜트 버지, 바로사 잉크 카베르네 소비뇽","27,900원",레드,호주,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,4
"그랜트 버지, 바로사 잉크 쉬라즈","27,900원",레드,호주,시라/쉬라즈 (Syrah/Shiraz) ,1,4,4,3
하디스 크로니클스 카베르네 소비뇽,가격정보없음,레드,호주,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,4,5
하디스 빈 619 카베르네 소비뇽,가격정보없음,레드,호주,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,3,3
렌마노 체어맨스 셀렉션 카베르네 소비뇽,가격정보없음,레드,호주,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,3,3
렌마노 체어맨스 셀렉션 쉬라즈,가격정보없음,레드,호주,시라/쉬라즈 (Syrah/Shiraz) ,1,4,3,3
렌마노 체어맨스 셀렉션 샤도네이,가격정보없음,화이트,호주,샤르도네 (Chardonnay) ,1,4,3,1
타쿠 소비뇽 블랑,가격정보없음,화이트,뉴질랜드,소비뇽 블랑 (Sauvignon Blanc) ,1,5,1,1
"듀몰, 메테오 빈야드 카베르네 소비뇽","450,000원",레드,미국,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,5,4
"마운츠, 리저브 카베르네 소비뇽","250,000원",레드,미국,카베르네 소비뇽 (Cabernet Sauvignon) ,1,4,5,4
샤또 르 포즈,가격정보없음,레드,프랑스,메를로 (Merlot) ,1,4,4,3
누녜스 데 가라이,가격정보없음,레드,스페인,보발 (Bobal) ,1,4,4,3
테소,가격정보없음,레드,스페인,모나스트렐 (Monastrell) ,1,4,5,4
퀸타 프로메사,가격정보없음,레드,스페인,멘시아 (Mencia) ,1,4,4,4
젤소 비앙코,가격정보없음,화이트,이탈리아,피아노 (Fiano) ,1,4,3,1
샤또 가쟁 로껑꾸르 블랑,"65,000원",화이트,프랑스,소비뇽 블랑 (Sauvignon Blanc) ,1,5,3,1
르 쁘띠 슈발 블랑,"330,000원",화이트,프랑스,소비뇽 블랑 (Sauvignon Blanc) ,1,4,3,1
"메오 까뮈제, 뽀마르","160,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,4,3,3
"메오 까뮈제, 뉘 생 조르쥬 프르미에 크뤼","260,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,4,3,3
"메오 까뮈제, 뫼르소","165,000원",레드,프랑스,샤르도네 (Chardonnay) ,1,4,4,1
"메오 까뮈제, 픽생","125,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,4,3,3
"메오 까뮈제, 끌로 드 부죠 그랑 크뤼 ' 그랑 모페르튀이'","730,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,5,4,3
"메오 까뮈제, 끌로 드 부죠 그랑 크뤼 '프레 르 셀리에'","730,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,4,4,3
"도멘 샤를로팽, 꼬뜨 드 뉘 빌라쥬","95,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,4,3,2
"도멘 샤를로팽, 꼬르통 샤를마뉴 그랑 크뤼","370,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,4,4,3
"도멘 샤를로팽, 끌로 생 드니","490,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,5,4,3
"드니 모르떼, 픽생 비에이 비뉴","105,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,4,3,3
"드니 모르떼, 쥬브레 샹베르땅 ' 메 생크 뗴루아'","163,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,4,4,3
"막뜰레 쉐리지, 뫼르소 뀌베 레오","90,000원",화이트,프랑스,샤르도네 (Chardonnay) ,1,4,3,1
"막뜰레 쉐리지, 뫼르소 '부아 드 블라니'",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,4,3,1
알렉산드린 에르미타쥬 루즈,"210,000원",레드,프랑스,시라/쉬라즈 (Syrah/Shiraz) ,1,4,5,5
"알렉산드린, 콩드리유","200,000원",화이트,프랑스,비오니에 (Viognier) ,1,3,4,1
"니콜라스 푸이야트, 블랑 드 블랑 브뤼","180,000원",스파클링,프랑스,샤르도네 (Chardonnay) ,1,5,3,1
"올리비에 르플레브, 부르고뉴 '레 세띠'",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,5,3,1
"올리비에 르플레브, 생 호망","130,000원",화이트,프랑스,샤르도네 (Chardonnay) ,1,4,3,1
"올리비에 르플레브, 샤샤뉴 몽라쉐 '우이예르'","320,000원",화이트,프랑스,샤르도네 (Chardonnay) ,1,5,3,1
"올리비에 르플레브, 꼬뜨 드 본 빌라쥬","110,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,4,3,2
"빌라 아 세스타, 끼안티 클라시코 그랑 셀레지오네 소를레오네 DOCG","170,000원",레드,이탈리아,산지오베제 (Sangiovese) ,1,4,4,4
"탈라몬티, 꼴레 꼬르비아노 몬테풀치아노","39,600원",레드,이탈리아,몬테풀치아노 (Montepulciano) ,1,4,4,3
"보데가스 보코파, 알칸타 모스카텔 NV",가격정보없음,화이트,스페인,모스카텔 (Moscatel) ,5,4,4,1
"꼬끼예뜨, 블랑 드 누아 '레 끌레', 그랑 크뤼 브뤼 RM","200,000원",스파클링,프랑스,피노 누아 (Pinot Noir) ,1,5,3,1
"샤를 조게, 끌로 드 라 플랑트 마르틴","165,000원",화이트,프랑스,슈냉 블랑 (Chenin Blanc) ,1,4,3,1
"샤를 조게, 레 바렌 뒤 그랑 끌로","215,000원",레드,프랑스,카베르네 프랑 (Cabernet Franc) ,1,4,5,3
"샤를 조게, 레 쁘띠뜨 로쉬","96,000원",레드,프랑스,카베르네 프랑 (Cabernet Franc) ,1,3,4,3
"샤를 조게, 레 샤름므","171,000원",레드,프랑스,카베르네 프랑 (Cabernet Franc) ,1,4,4,3
"알렉스 감발, 생또방 블랑",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,4,3,1
"알렉스 감발, 생 로망 블랑",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,3,3,1
"알렉스 감발, 본 '몽따뉴 생 데지레' 블랑",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,4,3,1
"알렉스 감발, 뫼르소",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,4,4,1
"알렉스 감발, 꼬뜨 드 브루이",가격정보없음,레드,프랑스,가메이 (Gamay) ,1,4,3,2
"알렉스 감발, 쇼레이 레 본",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,3,3,2
"알렉스 감발, 볼네",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,4,4,3
"알렉스 감발, 샹볼 뮈지니",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,4,3,3
"프랑수아 빌라르, 크로즈 에르미타주 '써티튀드'","132,000원",레드,프랑스,시라/쉬라즈 (Syrah/Shiraz) ,1,4,4,3
"샤또 보쉔, 꼬뜨 뒤 론 비오니에","64,000원",화이트,프랑스,비오니에 (Viognier) ,1,3,3,1
"라 까우드리나, 아스티 '라 셀바티카'","56,000원",스파클링,이탈리아,모스카토  (Moscato ) ,4,2,2,1
"카잘 파르네토, 치마이오","92,000원",화이트,이탈리아,베르디키오 비앙코 (Verdicchio Bianco) ,5,4,3,1
"래번, 피노 누아 러시안 리버 밸리","106,000원",레드,미국,피노 누아 (Pinot Noir) ,1,3,3,3
"래번, 샤르도네 러시안 리버 밸리","82,000원",화이트,미국,샤르도네 (Chardonnay) ,1,3,4,1
"아르테사, 로스 까네로스 피노누아","100,000원",레드,미국,피노 누아 (Pinot Noir) ,1,4,3,2
"아르테사, 로스 카네로스 샤도네이","100,000원",화이트,미국,샤르도네 (Chardonnay) ,1,4,3,1
도스 코파스 샤르도네,"4,900원",화이트,칠레,샤르도네 (Chardonnay) ,1,3,3,1
"테르핀, 샤도네이","180,000원",화이트,이탈리아,샤르도네 (Chardonnay) ,1,3,4,1
"테르핀, 소비뇽","180,000원",화이트,이탈리아,소비뇽 블랑 (Sauvignon Blanc) ,1,4,3,1
원티드 진,"77,000원",레드,이탈리아,진판델 (Zinfandel) ,1,2,4,3
원티드 샤드,"77,000원",화이트,이탈리아,샤르도네 (Chardonnay) ,1,3,4,1
원티드 캡,"77,000원",레드,이탈리아,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,4
"발 델레 로제, 리토라레 베르멘티노",가격정보없음,화이트,이탈리아,베르멘티노 (Vermentino) ,1,4,2,1
"로베르토 보에르지오, 바롤로 델 코무네 디 라 모라","500,000원",레드,이탈리아,네비올로 (Nebbiolo) ,1,4,4,5
"자카니니, 이스피라","69,000원",화이트,이탈리아,파세리나 (Passerina) ,1,4,3,1
"마르케시 디 바롤로, 카누비 10주년 기념",가격정보없음,레드,이탈리아,네비올로 (Nebbiolo) ,1,4,4,5
"마르케시 디 바롤로, 사르마싸 10주년 기념",가격정보없음,레드,이탈리아,네비올로 (Nebbiolo) ,1,4,4,5
"페트라, 퀘르체고뻬 10주년 스페셜에디션","170,000원",레드,이탈리아,메를로 (Merlot) ,1,3,3,3
"뒤작 피스 에 페르, 뉘 생 조르주",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,4,3,2
"산디, 블랑 드 블랑","224,000원",스파클링,미국,샤르도네 (Chardonnay) ,1,4,3,1
"산디, 로제 피노 누아","96,000원",로제,미국,피노 누아 (Pinot Noir) ,1,4,2,2
"도멘 A.F. 그로, 물랭 아 방 '엉 모르페레이'","120,000원",레드,프랑스,가메이 (Gamay) ,1,4,3,2
"도멘 파니 사브르, 부르고뉴 블랑",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,4,3,1
"소마리바, 꼬넬리아노 발도비아데네 프로세코 수페리오레 드라이","46,000원",스파클링,이탈리아,글레라 (Glera) ,1,3,3,1
"제라드 듀플레시스, 샤블리","104,000원",화이트,프랑스,샤르도네 (Chardonnay) ,1,4,3,1
"샬론 빈야드, 에스테이트 피노 누아","130,000원",레드,미국,피노 누아 (Pinot Noir) ,1,3,3,2
"샬론 빈야드, 에스테이트 샤도네이","130,000원",화이트,미국,샤르도네 (Chardonnay) ,1,4,4,1
"레오나르드 커리쉬, 리슬링 빈 168","20,000원",화이트,독일,리슬링 (Riesling) ,2,3,2,1
"델리카토, 1924 버번 배럴 에이지드 까베르네 소비뇽","62,000원",레드,미국,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,5,4
덕 샷 피노 누아,가격정보없음,레드,호주,피노 누아 (Pinot Noir) ,1,3,3,3
"얄리, 프리미엄 릴리즈 언오크드 샤르도네","19,800원",화이트,칠레,샤르도네 (Chardonnay) ,1,4,2,1
"로르나노, 키안티 클라시코 리제르바 ‘레 반디트’","90,000원",레드,이탈리아,산지오베제 (Sangiovese) ,1,4,4,3
"로르나노, 키안티 클라시코 그랑 셀레지오네","120,000원",레드,이탈리아,산지오베제 (Sangiovese) ,1,4,4,4
"도멘 데 호슈 네브, 소뮤르 블랑 랭쇼리",가격정보없음,화이트,프랑스,슈냉 블랑 (Chenin Blanc) ,1,4,2,1
"말도나도, 파 빈야드 샤도네이","170,000원",화이트,미국,샤르도네 (Chardonnay) ,1,3,4,1
"티보 부디뇽, 사브니에르 끌로 드 라 위트","220,000원",화이트,프랑스,슈냉 블랑 (Chenin Blanc) ,1,4,3,1
"티보 부디뇽, 사브니에르 르 끌로 드 프레민","202,000원",화이트,프랑스,슈냉 블랑 (Chenin Blanc) ,1,4,3,1
"티보 부디뇽, 앙주 블랑 아 프랑수와즈","165,000원",화이트,프랑스,슈냉 블랑 (Chenin Blanc) ,1,4,3,1
"티보 부디뇽, 앙주 블랑","129,000원",화이트,프랑스,슈냉 블랑 (Chenin Blanc) ,1,4,3,1
트라마 산지오베제 리제르바,"60,000원",레드,이탈리아,산지오베제 (Sangiovese) ,1,3,3,3
"브루노 로렌존, 메르퀴레 프리미에 크뤼 샴프 마르땡 블랑",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,4,2,1
빌라 욜란다 모스카토 다스티 '블랙 에디션',가격정보없음,화이트,이탈리아,모스카토  (Moscato ) ,3,2,2,1
"체레토, 바롤로 '브루나테'","250,000원",레드,이탈리아,네비올로 (Nebbiolo) ,1,4,4,5
"오차가비아, 실베스트레 메를로","25,000원",레드,칠레,메를로 (Merlot) ,1,3,3,3
"프레드릭 마니앙, 에세조","330,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,3,4,3
"프레드릭 마니앙, 쥬브레 샹베르땅 비에이 비뉴","100,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,3,4,3
"파미 아르보, 온 아펠 네그레뜨","60,000원",레드,프랑스,네그레트 (Negrette) ,1,4,3,3
"도멘 샤를로팽-티시에, 마르사네 블랑",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,4,3,1
"도멘 샤를로팽-티시에, 부르고뉴 '르 샤피트르' 루즈 ",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,4,3,2
"도멘 샤를로팽-티시에, 꼬뜨 드 뉘 빌라쥐 루즈 ",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,4,3,3
"도멘 샤를로팽-티시에, 페르낭-베르즐레스 루즈",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,4,3,3
"도멘 샤를로팽-티시에, 알록스 꼬르통 루즈",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,4,3,3
"도멘 샤를로팽-티시에, 쥬브레 샹베르땅 비에이 비뉴 루즈",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,4,4,3
"도멘 라파주, 노벨럼 샤르도네 ",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,2,3,3,1
노 에스 피투코 비오니에 ,가격정보없음,화이트,칠레,비오니에 (Viognier) ,1,4,2,1
노 에스 피투코 샤도네이,가격정보없음,화이트,칠레,샤르도네 (Chardonnay) ,1,3,4,1
펫 낫 와일드 샤도네이 ,가격정보없음,스파클링,칠레,샤르도네 (Chardonnay) ,1,4,3,1
"제이씨스 오운, 블루버드",가격정보없음,레드,호주,그르나슈 (Grenache) ,1,4,3,3
"제이씨스 오운, 앵거스톤 풋힐 바로싸 그르나슈  ",가격정보없음,레드,호주,그르나슈 (Grenache) ,1,4,4,4
"제이씨스 오운, 그리녹 바로싸 쉬라즈",가격정보없음,레드,호주,시라/쉬라즈 (Syrah/Shiraz) ,1,3,5,5
"바로싸 보이, 치키 틸리","98,000원",화이트,호주,리슬링 (Riesling) ,1,4,3,1
"바로싸 보이, 영 위스덤","178,000원",레드,호주,마타로 (Mataro) ,1,4,5,5
"바로싸 보이, 라이프블러드","258,000원",레드,호주,시라/쉬라즈 (Syrah/Shiraz) ,1,4,5,4
"파울렛, 폴리쉬 힐 리버 리슬링","74,000원",화이트,호주,리슬링 (Riesling) ,1,4,3,1
"파울렛, 폴리쉬 힐 리버 쉬라즈",가격정보없음,레드,호주,시라/쉬라즈 (Syrah/Shiraz) ,1,3,5,4
"필드 레코딩스, 원더월 피노 누아","110,000원",레드,미국,피노 누아 (Pinot Noir) ,1,4,3,3
"카스텔 다쥐, 100% 가르나차",가격정보없음,레드,스페인,가르나차 (Garnatxa) ,1,4,3,3
"카스텔 다쥐, 100% 시라","90,000원",레드,스페인,시라/쉬라즈 (Syrah/Shiraz) ,1,4,3,3
"마쩨이, 입수스",가격정보없음,레드,이탈리아,산지오베제 (Sangiovese) ,1,4,4,4
"비비아노, 키안티 클라시코",가격정보없음,레드,이탈리아,산지오베제 (Sangiovese) ,1,0,0,0
"비비아노, 키안티 클라시코 리제르바",가격정보없음,레드,이탈리아,산지오베제 (Sangiovese) ,1,0,0,0
"비비아노, 키안티 클라시코 그란 셀레지오네 '비냐 델 카파니노'",가격정보없음,레드,이탈리아,산지오베제 그로쏘  (Sangiovese Grosso) ,1,0,0,0
"콘티 카포니 - 빌라 칼치나이아, 키안티 클라시코 리제르바 '빌라 칼치나이아'",가격정보없음,레드,이탈리아,산지오베제 (Sangiovese) ,1,4,3,3
"갈리올레, 키안티 클라시코 리제르바",가격정보없음,레드,이탈리아,산지오베제 (Sangiovese) ,1,4,3,3
"레 친치올레, 키안티 클라시코",가격정보없음,레드,이탈리아,산지오베제 (Sangiovese) ,1,3,3,3
"레 친치올레, 키안티 클라시코 그란 셀레지오네 '알루이지'",가격정보없음,레드,이탈리아,산지오베제 (Sangiovese) ,1,4,4,3
"테누타 오르수멜라, 키안티 클라시코 '오르수멜라'",가격정보없음,레드,이탈리아,산지오베제 (Sangiovese) ,1,3,3,3
"테누타 오르수멜라, 키안티 클라시코 그란 셀레지오네 '오르수멜라'",가격정보없음,레드,이탈리아,산지오베제 (Sangiovese) ,1,4,4,3
"빌라 트라스쿠아, 키안티 클라시코 그란 셀레지오네 '네렌토'",가격정보없음,레드,이탈리아,산지오베제 (Sangiovese) ,1,4,4,3
"르 코르티, 키안티 클라시코 리제르바 코르테베키아",가격정보없음,레드,이탈리아,산지오베제 (Sangiovese) ,1,3,4,3
"라 브란카이아, 일 로사토",가격정보없음,로제,이탈리아,메를로 (Merlot) ,1,3,3,1
"마로 셀라, 오즈메츠 소비뇽 블랑","83,000원",화이트,슬로베니아,소비뇽 블랑 (Sauvignon Blanc) ,1,4,2,1
"펠시나, 키안티 클라시코 그란 셀레지오네 '콜로니아'",가격정보없음,레드,이탈리아,산지오베제 (Sangiovese) ,1,4,4,4
"11th 아워 셀러즈, 화이트 진판델","30,000원",로제,미국,진판델 (Zinfandel) ,3,3,2,1
"카스텔로 디 멜레토, 비냐 카시 키안티 클라시코 리제르바","42,000원",레드,이탈리아,산지오베제 (Sangiovese) ,0,4,4,3
"카스텔로 디 멜레토, 키안티 클라시코 그란 셀레지오네 ","100,000원",레드,이탈리아,산지오베제 (Sangiovese) ,1,4,4,4
"카스텔라레, 코니알레","194,000원",레드,이탈리아,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,4,4
"카스텔라레, 포지오 알 메리","268,000원",레드,이탈리아,메를로 (Merlot) ,1,3,5,4
"몬테로톤도, 말바시아",가격정보없음,화이트,이탈리아,말바시아 (Malvasia) ,1,3,3,1
"펠시나, 키안티 클라시코 리제르바 '베라르덴가'",가격정보없음,레드,이탈리아,산지오베제 (Sangiovese) ,1,3,4,4
"로버트 홀, 샤도네이","76,000원",화이트,미국,샤르도네 (Chardonnay) ,1,3,3,1
"크리스톰, 이올라 아미티 힐즈 샤르도네","99,000원",화이트,미국,샤르도네 (Chardonnay) ,1,4,3,1
"콜롬비아 크레스트, 리저브 까베르네 소비뇽 와토마 스프링 빈야드",가격정보없음,레드,미국,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,5,5
"레오파드 립, 컬리나리아 뮈스카","55,000원",로제,남아프리카 공화국,뮈스까 (Muscat) ,3,3,3,1
"산 살바토레, 베테레 패스툼 알리아니코 로사토","65,000원",로제,이탈리아,알리아니코 (Aglianico) ,1,3,2,1
"페리에 주에, 벨 에포크 블랑 드 블랑",가격정보없음,스파클링,프랑스,샤르도네 (Chardonnay) ,1,5,3,1
"피노소, 코스타 알리칸테 로제","15,000원",로제,스페인,모나스트렐 (Monastrell) ,1,3,3,2
"도멘 마샹 프레르, 부르고뉴 꼬뜨 도르 '뀌베 엘린'",가격정보없음,레드,프랑스,피노 누아 (Pinot Noir) ,1,4,3,2
사티스 데이 로사도,"9,900원",로제,스페인,템프라니요 (Tempranillo) ,2,2,3,1
사티스 데이 블랑코,"9,900원",화이트,스페인,소비뇽 블랑 (Sauvignon Blanc) ,2,2,2,1
사티스 데이 틴토,"9,900원",레드,스페인,메를로 (Merlot) ,1,3,3,3
"피케라스, 와일드 퍼멘티드 베르데호","32,000원",화이트,스페인,베르데호 (Verdejo) ,1,2,3,1
제프 까렐 쁠랑라뷔,"46,000원",화이트,프랑스,소비뇽 블랑 (Sauvignon Blanc) ,1,4,3,1
"아멜리아 파크, 리저브 샤도네이","175,000원",화이트,호주,샤르도네 (Chardonnay) ,1,4,4,1
"엠 샤푸티에, 데샹트 생 조셉 '아티스트 레이블'","120,000원",레드,프랑스,시라/쉬라즈 (Syrah/Shiraz) ,1,3,4,4
"스톤캡, 리슬링","45,000원",화이트,미국,리슬링 (Riesling) ,1,2,3,1
제프 까렐 가주이,"46,000원",레드,프랑스,말벡 (Malbec) ,1,3,3,3
제프 카렐 가주이,"46,000원",레드,프랑스,말벡 (Malbec) ,1,3,3,3
"브롤리아, 로베렐로","58,000원",스파클링,이탈리아,코르테제 (Cortese) ,1,4,2,1
바롱 드 보삭 오크 샤르도네,"40,000원",화이트,프랑스,샤르도네 (Chardonnay) ,1,3,2,1
"프레스코발디, 카스텔지오콘도 로쏘 디 몬탈치노","63,000원",레드,이탈리아,산지오베제 (Sangiovese) ,1,3,4,4
"마크 웨스트, 샤도네이","26,900원",화이트,미국,샤르도네 (Chardonnay) ,2,3,3,1
"몽메상, 모르공 그랑 크라","80,000원",레드,프랑스,가메이 (Gamay) ,1,4,3,3
"바스 필립, 에스테이트 샤르도네","120,000원",화이트,호주,샤르도네 (Chardonnay) ,1,3,3,1
"바스 필립, 에스테이트 피노누아","150,000원",레드,호주,피노 누아 (Pinot Noir) ,1,4,3,2
"바스 필립, 빈17K 피노누아","85,000원",레드,호주,피노 누아 (Pinot Noir) ,1,4,3,2
"로저 구라트, 피노 누아 로제 엑스트라 브륏","80,000원",스파클링,스페인,피노 누아 (Pinot Noir) ,1,4,2,1
"레 파셀레르 드 쏘, 부르고뉴 샤르도네 ","160,000원",화이트,프랑스,샤르도네 (Chardonnay) ,1,3,3,1
"레 파셀레르 드 쏘, 샤블리","176,000원",화이트,프랑스,샤르도네 (Chardonnay) ,1,4,3,1
"레 파셀레르 드 쏘, 샤블리 프리미에 크뤼 '레 바이용'","196,000원",화이트,프랑스,샤르도네 (Chardonnay) ,1,3,3,1
"레 파셀레르 드 쏘, 페르낭 베르쥴레스 '레 꽁보뜨'","204,000원",화이트,프랑스,샤르도네 (Chardonnay) ,1,3,3,1
"레 파셀레르 드 쏘, 뫼르소","300,000원",화이트,프랑스,샤르도네 (Chardonnay) ,1,2,3,1
"레 파셀레르 드 쏘, 생 또뱅 '앙 레보팽'","218,000원",화이트,프랑스,샤르도네 (Chardonnay) ,1,3,3,1
"레 파셀레르 드 쏘, 샤샤뉴 몽라셰 '샹 데리에르'",가격정보없음,화이트,프랑스,샤르도네 (Chardonnay) ,1,3,3,1
"레 파셀레르 드 쏘, 쥬브리 샹베르탱 '레 제보셀'","273,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,3,3,2
"레 파셀레르 드 쏘, 뽀마르","269,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,2,3,2
"레 파셀레르 드 쏘, 끌로 드 라 로슈 그랑 크뤼","1,309,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,4,4,3
"잼 셀러즈, 버터 샤도네이 캘리포니아",가격정보없음,화이트,미국,샤르도네 (Chardonnay) ,1,3,3,1
"발레이븐, 파베트 쇼비뇽 블랑 캘리포니아",가격정보없음,화이트,미국,소비뇽 블랑 (Sauvignon Blanc) ,1,4,1,1
"잼 셀러즈, 슈가 스윗 화이트 머스캣 캘리포니아",가격정보없음,화이트,미국,뮈스까 (Muscat) ,3,3,1,1
"피도라, 프로세코 프리잔테 콜 폰도","80,000원",스파클링,이탈리아,글레라 (Glera) ,1,3,2,1
"요르그 브레츠, 레드만","165,000원",레드,오스트리아,츠바이겔트 (Zweigelt) ,1,3,3,3
"요르그 브레츠, 바이스브루군더 렌드바인","210,000원",화이트,오스트리아,바이스부르군더 (Weissburgunder) ,1,3,2,1
"다리오 프린칙, 시비","220,000원",화이트,이탈리아,피노 그리지오 (Pinot Grigio) ,1,3,2,1
"도멘 베르상, 생 브리 꾸베 몽 엠브라세","120,000원",화이트,프랑스,소비뇽 블랑 (Sauvignon Blanc) ,1,3,1,1
"도멘 베르상, 샤블리 레 우쉬","130,000원",화이트,프랑스,샤르도네 (Chardonnay) ,1,3,1,1
"도멘 베르상, 꼬뜨 도세르 꾸베 루이 베르상","145,000원",화이트,프랑스,샤르도네 (Chardonnay) ,1,3,3,1
"도멘 베르상, 이렁씨 꾸베 루이 베르상","160,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,3,3,2
"도멘 테흐닉, 암포라 생 브리","165,000원",화이트,프랑스,소비뇽 블랑 (Sauvignon Blanc) ,1,3,1,1
"도멘 테흐닉, 암포라 샤블리","165,000원",화이트,프랑스,샤르도네 (Chardonnay) ,1,3,1,1
"도멘 테흐닉, 암포라 세자","165,000원",레드,프랑스,세자 (Cesar) ,1,3,3,3
"도멘 테흐닉, 암포라 피노누아","165,000원",레드,프랑스,피노 누아 (Pinot Noir) ,1,3,2,2
"테르핀, 야콧","180,000원",화이트,이탈리아,야콧 (Jakot) ,1,3,2,2
"테르핀, 시알리스 그리지오","220,000원",화이트,이탈리아,피노 그리지오 (Pinot Grigio) ,1,3,2,1
"바틱, 로제","110,000원",로제,슬로베니아,카베르네 소비뇽 (Cabernet Sauvignon) ,1,3,3,3
"클리넥, 야콧","190,000원",화이트,슬로베니아,야콧 (Jakot) ,1,3,1,2
"노떼 로사, 프리미티보 디 만두리아","25,000원",레드,이탈리아,프리미티보 (Primitivo) ,1,3,4,4
"노떼 로사, 베르멘티노 살렌토","29,000원",화이트,이탈리아,베르멘티노 (Vermentino) ,1,4,2,1
"아다라스, 칼리조","40,000원",레드,스페인,가르나차  (Garnacha) ,1,2,3,3
"피오 체사레, 바롤로 '모스코니'","480,000원",레드,이탈리아,네비올로 (Nebbiolo) ,1,3,3,3
"실버 라이닝, 카베르네 소비뇽","32,000원",레드,미국,카베르네 소비뇽 (Cabernet Sauvignon) ,1,2,4,4
"실버 라이닝, 샤도네이","32,000원",화이트,미국,샤르도네 (Chardonnay) ,1,3,2,1
